time
26.0
-37.0
-39.0
-2.0
-31.0
49.0
81.0
-29.0
20.0
-12.0
80.0
20.0
-6.0
-1.0
50.0
60.0
35.0
18.0
0.0
29.0
23.0
0.0
62.0
-20.0
53.0
1.0
57.0
69.0
11.0
46.0
77.0
59.0
1.0
54.0
2.0
34.0
-2.0
69.0
-34.0
46.0
38.0
15.0
31.0
-1.0
-31.0
41.0
-43.0
25.0
48.0
42.0
59.0
63.0
76.0
30.0
25.0
26.0
0.0
-8.0
26.0
-22.0
1.0
19.0
22.0
25.0
100.0
100.0
-21.0
72.0
19.0
66.0
29.0
79.0
24.0
42.0
2.0
62.0
65.0
67.0
37.0
96.0
11.0
26.0
17.0
77.0
-5.0
0.0
6.0
18.0
37.0
31.0
14.0
41.0
48.0
33.0
69.0
72.0
7.0
26.0
54.0
49.0
0.0
44.0
40.0
29.0
6.0
-49.0
59.0
53.0
64.0
34.0
26.0
-20.0
-73.0
-1.0
-29.0
18.0
96.0
21.0
-34.0
100.0
-1.0
78.0
-16.0
-10.0
34.0
99.0
9.0
-3.0
50.0
21.0
59.0
-2.0
12.0
100.0
56.0
31.0
-2.0
22.0
67.0
37.0
83.0
69.0
41.0
28.0
24.0
0.0
18.0
-4.0
15.0
2.0
0.0
81.0
49.0
20.0
-12.0
-1.0
0.0
97.0
6.0
14.0
0.0
-3.0
27.0
61.0
24.0
78.0
0.0
57.0
18.0
20.0
52.0
2.0
79.0
-13.0
100.0
0.0
-26.0
2.0
22.0
55.0
-1.0
-24.0
42.0
49.0
50.0
-21.0
92.0
100.0
45.0
17.0
-4.0
0.0
14.0
25.0
35.0
-15.0
-2.0
61.0
-2.0
45.0
23.0
35.0
5.0
-17.0
27.0
23.0
-7.0
28.0
27.0
33.0
0.0
24.0
0.0
-31.0
100.0
-16.0
100.0
50.0
44.0
19.0
1.0
34.0
0.0
-1.0
79.0
28.0
97.0
-19.0
13.0
41.0
100.0
20.0
24.0
54.0
-4.0
-14.0
50.0
0.0
49.0
74.0
48.0
36.0
2.0
56.0
98.0
7.0
23.0
17.0
53.0
-4.0
9.0
61.0
43.0
41.0
0.0
0.0
63.0
23.0
24.0
-3.0
28.0
0.0
13.0
-3.0
20.0
16.0
77.0
53.0
79.0
28.0
23.0
17.0
7.0
54.0
75.0
58.0
96.0
0.0
12.0
50.0
22.0
84.0
55.0
-12.0
-1.0
-11.0
41.0
73.0
1.0
100.0
0.0
-1.0
-3.0
43.0
-17.0
100.0
1.0
1.0
33.0
84.0
73.0
-1.0
-25.0
0.0
74.0
48.0
8.0
16.0
50.0
-14.0
37.0
1.0
22.0
-1.0
35.0
61.0
11.0
60.0
-4.0
-2.0
6.0
34.0
39.0
28.0
100.0
44.0
3.0
29.0
18.0
-21.0
38.0
97.0
45.0
15.0
2.0
7.0
22.0
-13.0
-9.0
18.0
1.0
94.0
16.0
48.0
-19.0
-7.0
73.0
32.0
-28.0
1.0
0.0
1.0
71.0
0.0
12.0
1.0
0.0
3.0
-1.0
20.0
-11.0
41.0
0.0
14.0
79.0
44.0
28.0
97.0
-1.0
0.0
4.0
0.0
21.0
0.0
43.0
18.0
52.0
-1.0
38.0
47.0
-1.0
100.0
0.0
43.0
60.0
43.0
-2.0
0.0
20.0
14.0
0.0
50.0
-1.0
14.0
75.0
0.0
85.0
47.0
26.0
10.0
54.0
57.0
29.0
42.0
38.0
100.0
47.0
18.0
51.0
-4.0
60.0
24.0
38.0
87.0
0.0
29.0
16.0
4.0
3.0
0.0
-1.0
28.0
31.0
0.0
62.0
-3.0
35.0
26.0
51.0
19.0
3.0
100.0
4.0
10.0
30.0
46.0
40.0
10.0
0.0
50.0
-5.0
28.0
-4.0
0.0
52.0
30.0
-17.0
24.0
36.0
37.0
-22.0
38.0
-14.0
0.0
-3.0
37.0
2.0
5.0
94.0
35.0
62.0
94.0
66.0
-2.0
56.0
44.0
4.0
-1.0
-15.0
50.0
45.0
-25.0
25.0
-1.0
74.0
28.0
1.0
29.0
65.0
0.0
0.0
0.0
31.0
57.0
-1.0
18.0
52.0
0.0
-3.0
96.0
-5.0
0.0
25.0
55.0
2.0
-18.0
32.0
2.0
96.0
13.0
21.0
-1.0
28.0
19.0
65.0
-15.0
-20.0
74.0
36.0
65.0
68.0
0.0
24.0
14.0
51.0
54.0
73.0
44.0
39.0
24.0
0.0
49.0
0.0
-6.0
-1.0
61.0
0.0
-1.0
74.0
15.0
78.0
100.0
63.0
21.0
0.0
-43.0
93.0
16.0
19.0
96.0
100.0
15.0
77.0
0.0
13.0
-1.0
44.0
20.0
0.0
27.0
46.0
-3.0
0.0
6.0
53.0
12.0
51.0
8.0
0.0
45.0
0.0
78.0
100.0
-1.0
100.0
-91.0
27.0
1.0
21.0
-4.0
51.0
100.0
90.0
-16.0
-33.0
25.0
87.0
-1.0
56.0
78.0
-1.0
8.0
0.0
0.0
0.0
-32.0
5.0
72.0
-47.0
58.0
11.0
-1.0
0.0
35.0
37.0
-44.0
22.0
60.0
0.0
50.0
1.0
44.0
72.0
71.0
93.0
73.0
-2.0
76.0
73.0
-4.0
100.0
49.0
78.0
30.0
5.0
-1.0
11.0
81.0
0.0
-6.0
63.0
-58.0
7.0
83.0
-1.0
73.0
54.0
65.0
47.0
66.0
69.0
53.0
0.0
61.0
0.0
36.0
1.0
50.0
-16.0
17.0
31.0
24.0
97.0
37.0
88.0
56.0
84.0
3.0
0.0
-17.0
18.0
68.0
50.0
55.0
-2.0
-31.0
42.0
22.0
100.0
68.0
-1.0
67.0
70.0
25.0
-20.0
73.0
0.0
21.0
12.0
-1.0
0.0
80.0
67.0
-26.0
-7.0
49.0
92.0
71.0
100.0
49.0
1.0
-72.0
1.0
21.0
92.0
1.0
56.0
35.0
-2.0
94.0
0.0
-25.0
4.0
-7.0
0.0
80.0
2.0
88.0
18.0
1.0
98.0
-4.0
65.0
-13.0
45.0
10.0
75.0
1.0
35.0
-10.0
87.0
96.0
-48.0
57.0
72.0
57.0
-2.0
0.0
0.0
0.0
41.0
1.0
74.0
31.0
52.0
7.0
72.0
47.0
-6.0
81.0
76.0
25.0
83.0
44.0
32.0
0.0
52.0
48.0
97.0
50.0
32.0
53.0
19.0
37.0
48.0
10.0
100.0
98.0
26.0
-30.0
-24.0
40.0
50.0
11.0
23.0
0.0
18.0
15.0
28.0
100.0
14.0
65.0
28.0
53.0
54.0
50.0
50.0
26.0
16.0
81.0
96.0
41.0
48.0
11.0
0.0
41.0
56.0
40.0
65.0
40.0
25.0
26.0
0.0
54.0
0.0
-4.0
-3.0
96.0
100.0
0.0
66.0
100.0
66.0
70.0
50.0
-3.0
28.0
47.0
0.0
62.0
0.0
-7.0
71.0
31.0
34.0
74.0
65.0
13.0
5.0
0.0
52.0
79.0
0.0
17.0
42.0
19.0
0.0
100.0
26.0
100.0
19.0
50.0
-2.0
18.0
73.0
0.0
87.0
-3.0
52.0
3.0
-2.0
46.0
74.0
86.0
39.0
48.0
22.0
50.0
95.0
27.0
0.0
16.0
0.0
0.0
0.0
-31.0
60.0
14.0
52.0
100.0
-11.0
96.0
-25.0
48.0
27.0
29.0
100.0
0.0
39.0
70.0
0.0
-28.0
66.0
17.0
0.0
0.0
50.0
4.0
25.0
-21.0
35.0
23.0
100.0
0.0
79.0
13.0
40.0
48.0
69.0
0.0
36.0
60.0
-26.0
-10.0
0.0
20.0
38.0
-3.0
71.0
15.0
60.0
7.0
49.0
45.0
32.0
0.0
17.0
35.0
35.0
55.0
31.0
62.0
8.0
67.0
-2.0
60.0
16.0
82.0
7.0
0.0
0.0
0.0
18.0
2.0
