Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Measles,BMI,under_five_deaths,Polio,Diphtheria,HIV_AIDS,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Status01
1.6267005788972857,0.7901030596637182,0.2674740876523719,-1.1600320028566027,-0.3360446415537275,-0.1109053715483376,-0.9665217815469568,0.25401716092138077,-3.2804127246759083,-0.7354879892421019,-0.32399921500179757,2.810814173857393,2.7709729349348944,-0.7356310438780108,-0.5887560259864033,-0.46026965202063813
1.4098071683776476,0.8544675796246382,0.2844068169399873,-1.1600320028566027,-0.334917551511136,-0.16854089958981874,-0.9917008908605444,0.2726854234443547,-1.0539692399824403,-0.8623640005834732,-0.32399921500179757,2.879002923776372,2.8155371675464327,-0.75023384451309,-0.6194835872870376,-0.46026965202063813
1.1929137578580096,0.8303308846392932,0.30133954622760273,-1.1600320028566027,-0.3350704141771114,-0.17393878892300882,-1.0168800001741318,0.2913536859673286,-0.8827043565444812,-0.777779993022559,-0.32399921500179757,2.9244620903890244,2.8601014001579714,-0.7794394457832485,-0.6502111485876718,-0.46026965202063813
0.9760203473383714,0.8625131446197531,0.3267386401590259,-1.1600320028566027,-0.33257661928120424,0.0312680684693946,-1.0420591094877192,0.3162447026646271,-0.6686232522470323,-0.6509039816811877,-0.32399921500179757,2.9699212570016766,2.9269477490752798,-0.8135126472650998,-0.6809387098883061,-0.46026965202063813
0.7591269368187333,0.8866498396050981,0.3436713694466413,-1.1600320028566027,-0.3682820860768355,0.05094424571618424,-1.0622023969385894,0.34113571936192566,-0.6258070313875426,-0.6086119779007306,-0.32399921500179757,3.0381100069206557,2.9715119816868185,-0.8573210491703374,-0.7731213937902093,-0.46026965202063813
0.5422335262990953,0.9188320995855581,0.36907046337806443,-1.1600320028566027,-0.3318256377771265,-0.038207991012632524,-1.0873815062521768,0.3722494902335488,-0.7114394731065221,-0.6931959854616448,-0.32399921500179757,3.083569173533308,3.0160762142983573,-0.8865266504404957,-0.8653040776921126,-0.46026965202063813
0.32534011577945715,0.9349232295757881,0.3944695573094876,-1.1600320028566027,-0.34333641092330747,0.0377107105767505,-1.1125606155657644,0.3971405069308473,-0.8398881356849914,-0.820071996803016,-0.32399921500179757,3.129028340145961,3.0829225632156656,-0.9546730534041987,-0.9574867615940154,-0.46026965202063813
0.10844670525981905,0.9831966195464781,0.4198686512409107,-1.1549309183393097,-0.35885091021712673,-0.07216245617302172,-1.137739724879352,0.42203152362814583,-0.7970719148255017,-0.777779993022559,-0.32399921500179757,3.1744875067586134,3.1274867958272043,-0.9595406536158918,-1.0189418841952844,-0.46026965202063813
-0.10844670525981905,1.047561139507398,0.43680138052852613,-1.1574814605979562,-0.3663668775466737,-0.1120371870536839,-1.1629188341929393,0.4406997861511197,-0.8398881356849914,-0.820071996803016,-0.32399921500179757,3.219946673371266,3.1720510284387435,-1.0471574574263671,-1.111124568097187,-0.46026965202063813
-0.32534011577945715,1.047561139507398,0.4537341098161416,-1.1549309183393097,-0.3632219354199352,-0.03812092828145204,-1.1880979435065269,0.45936804867409364,-1.0539692399824403,-1.0315320157053014,-0.32399921500179757,3.2654058399839183,3.2166152610502823,-1.0958334595432975,-1.2033072519990904,-0.46026965202063813
-0.5422335262990953,1.015378879526938,0.4622004744599493,-1.1574814605979562,-0.37114931859495853,-0.09854246372070871,-1.2132770528201142,0.4718135570227429,-1.0539692399824403,-1.0315320157053014,-0.32399921500179757,3.2881354232902447,3.261179493661821,-1.139641861448535,-1.264762374600359,-0.46026965202063813
-0.7591269368187333,1.031470009517168,0.47913320374756474,-1.1574814605979562,-0.36416393263250135,-0.17080453060051137,-1.2334203402709842,0.4842590653713922,-3.323228945535398,-3.2730082160695266,-0.32399921500179757,3.333594589902897,3.3057437262733598,-1.2126558646239312,-1.602765548907337,-0.46026965202063813
-0.9760203473383714,1.047561139507398,0.47913320374756474,-1.1600320028566027,-0.36627702170258675,-0.1418997038485903,-1.2535636277218543,0.4967045737200414,-1.7818449945937662,-1.7504960799730718,-0.32399921500179757,3.3790537565155496,3.3503079588848985,-1.2515966663174758,-1.6949482328092398,-0.46026965202063813
-1.1929137578580096,-1.3017438390661813,0.4875995683913724,-1.1600320028566027,-0.36336466595978184,0.005062186384068583,-1.2737069151727243,0.4967045737200414,-1.995926098891215,-1.9619560988753573,-0.32399921500179757,3.424512923128202,-0.593626627236287,-1.4073598730916537,-1.7871309167111429,-0.46026965202063813
-1.4098071683776476,1.216518004404813,0.4875995683913724,-1.1600320028566027,-0.3665353554329523,0.5514678872727933,-1.293850202623594,0.4967045737200414,-2.038742319750705,-2.088832110216728,-0.32399921500179757,-0.6213529053978709,-0.5490623946247483,-1.4122274733033466,-1.879313600613046,-0.46026965202063813
-1.6267005788972857,1.256745829380388,0.4875995683913724,-1.1600320028566027,-0.36661058065659874,0.35731799674031145,-1.3139934900744643,0.4967045737200414,-2.5097207492050924,-2.469460144240842,-0.32399921500179757,-0.5758937387852184,-0.5267802783189789,-1.4219626737267328,-2.002223845815583,-0.46026965202063813
1.6267005788972857,-0.7305087244130165,-0.25744052026370634,0.01066689386210866,-0.18852789516740992,-0.21137576333061744,0.9924129230501493,-0.26247143554756364,0.7014958152566402,0.7024401392934388,-0.32399921500179757,-0.8259191551548072,-0.7941656739882118,0.6418998160311268,0.671073987339605,-0.46026965202063813
1.4098071683776476,-1.2615160140906063,-0.25744052026370634,-0.012287986465709172,-0.1564957198867577,-0.21137576333061744,0.9521263481484095,-0.256248681373239,0.6586795943971504,0.6601481355129817,-0.32399921500179757,-0.8259191551548072,-0.7941656739882118,0.6370322158194337,0.671073987339605,-0.46026965202063813
1.1929137578580096,-0.6500530744618664,-0.25744052026370634,0.051475570000451575,-0.15542691734033934,-0.21137576333061744,0.9168755951093868,-0.256248681373239,0.7014958152566402,0.7024401392934388,-0.32399921500179757,-0.8031895718484809,-0.7718835576824424,0.6272970153960475,0.671073987339605,-0.46026965202063813
0.9760203473383714,-0.6339619444716365,-0.25744052026370634,0.14839617582901588,-0.16468571428528472,-0.21059219874999308,0.8816248420703642,-0.256248681373239,0.7014958152566402,0.7024401392934388,-0.32399921500179757,-0.8031895718484809,-0.7718835576824424,0.5932238139141961,0.671073987339605,-0.46026965202063813
0.7591269368187333,-0.6178708144814065,-0.25744052026370634,0.20705864777788388,-0.1523202688787952,-0.20893800685756386,0.8463740890313419,-0.256248681373239,0.7014958152566402,0.7024401392934388,-0.32399921500179757,-0.7804599885421547,-0.749601441376673,0.5250774109504931,0.39452593563389626,-0.46026965202063813
0.5422335262990953,-0.5937341194960615,-0.2489741556198986,0.18410376745006604,-0.35084016800808593,-0.21050513601881257,0.8060875141296018,-0.256248681373239,0.7014958152566402,0.7024401392934388,-0.32399921500179757,-0.7804599885421547,-0.749601441376673,0.4617986081984832,0.1487054452288212,-0.46026965202063813
0.32534011577945715,-0.5937341194960615,-0.2489741556198986,0.3141814226410339,-0.1970260703224961,-0.21137576333061744,0.7658009392278619,-0.256248681373239,0.6586795943971504,0.6601481355129817,-0.32399921500179757,-0.7577304052358285,-0.7273193250709036,0.4423282073517109,0.05652276132691794,-0.46026965202063813
0.10844670525981905,-1.3178349690564113,-0.2489741556198986,0.26827166198539826,-0.35345235786936685,-0.21137576333061744,0.7204785424634045,-0.256248681373239,0.7014958152566402,0.7024401392934388,-0.32399921500179757,-0.7350008219295021,-0.7273193250709036,0.40338740565816633,-0.004932361274350546,-0.46026965202063813
-0.10844670525981905,-1.2534704490954913,-0.2489741556198986,0.26062003520945887,-0.35565008196872244,-0.20946038324464675,0.6751561456989471,-0.256248681373239,0.7014958152566402,0.6601481355129817,-0.32399921500179757,-0.7350008219295021,-0.7050372087651341,0.35471140354123565,-0.12784260647688805,-0.46026965202063813
-0.32534011577945715,-0.5293695995351415,-0.2489741556198986,0.19175539422600515,-0.3701882070104946,-0.20545549761034446,-1.6362860892883841,-0.256248681373239,0.6158633735376606,0.6178561317325246,-0.32399921500179757,-0.7122712386231759,-0.6827550924593647,0.32063820205938415,-0.18929772907815653,-0.46026965202063813
-0.5422335262990953,-1.2051970591248014,-0.2489741556198986,0.15349726034630887,-0.3582887630145161,-0.21085338694353453,0.5845113521700319,-0.256248681373239,0.6158633735376606,0.6601481355129817,-0.32399921500179757,-0.6895416553168497,-0.6827550924593647,0.26709459973076094,-0.37366309688196253,-0.46026965202063813
-0.7591269368187333,-1.1891059291345714,-0.2489741556198986,-0.004636359689769819,-0.2604201190174883,-0.21076632421235403,0.534153133542857,-0.256248681373239,0.6586795943971504,0.6178561317325246,-0.32399921500179757,-0.6895416553168497,-0.6604729761535953,0.24762419888398868,-0.3429355355813283,-0.46026965202063813
-0.9760203473383714,-1.1810603641394564,-0.2489741556198986,-0.06839991615593057,-0.3644536351508366,-0.21067926148117355,0.48379491491568205,-0.256248681373239,0.6158633735376606,0.6178561317325246,-0.32399921500179757,-0.6668120720105234,-0.6381908598478259,0.21355099740213718,-0.40439065818259734,-0.46026965202063813
-1.1929137578580096,-1.2051970591248014,-0.2489741556198986,-0.21123028264013063,-0.3193502916842503,-0.20998275963172966,0.43343669628850706,-0.256248681373239,0.6586795943971504,0.6601481355129817,-0.32399921500179757,-0.6440824887041972,-0.6159087435420565,0.1940805965553649,-0.40439065818259734,-0.46026965202063813
-1.4098071683776476,-1.2132426241199163,-0.2489741556198986,-0.0786020851905163,-0.3235248947068556,-0.2098086341693687,0.3881142995240497,-0.256248681373239,0.6158633735376606,0.6178561317325246,-0.32399921500179757,-0.6213529053978709,-0.6159087435420565,0.15513979486182033,-0.4351182194832316,-0.46026965202063813
-1.6267005788972857,-1.2373793191052613,-0.2489741556198986,-0.22908407845065562,-0.3257821457880772,-0.15374023528913627,0.3377560808968747,-0.256248681373239,0.6158633735376606,0.6178561317325246,-0.32399921500179757,-0.6213529053978709,-0.593626627236287,0.1259341935916619,-0.40439065818259734,-0.46026965202063813
1.6267005788972857,-1.1730147991443414,-0.07964686274374436,-0.2048539269935146,-0.3718468053525339,-0.20589081126624686,1.0679502509909118,-0.11312533536377246,0.5302309318186811,0.5332721241716105,-0.32399921500179757,0.26510084354885294,0.2085295597714117,0.5494154120089585,0.732529109940874,-0.46026965202063813
1.4098071683776476,-1.2373793191052613,-0.07964686274374436,-1.1600320028566027,-0.34460461108763946,-0.21137576333061744,1.012556210501019,-0.11312533536377246,0.5302309318186811,0.5332721241716105,-0.32399921500179757,0.26510084354885294,0.2085295597714117,0.5396802115855723,0.732529109940874,-0.46026965202063813
1.1929137578580096,-0.42477725459864657,-0.07964686274374436,-1.027403805406988,-0.09838135059164534,-0.2091991950511053,0.9521263481484095,-0.11312533536377246,0.5302309318186811,0.5332721241716105,-0.32399921500179757,0.24237126024252678,0.2085295597714117,0.5202098107388,0.732529109940874,-0.46026965202063813
0.9760203473383714,-0.4167316896035316,-0.07964686274374436,-0.9942467560445846,-0.09261754336845243,-0.2098086341693687,0.8967323076585169,-0.11312533536377246,0.5302309318186811,0.5332721241716105,-0.32399921500179757,0.24237126024252678,0.2085295597714117,0.4958718096803347,0.732529109940874,-0.46026965202063813
0.7591269368187333,-0.39259499461818653,-0.07964686274374436,-1.0197521786310488,-0.11618644265114506,-0.2016247374384031,0.8413382671686244,-0.11312533536377246,0.5302309318186811,0.5332721241716105,-0.32399921500179757,0.24237126024252678,0.2085295597714117,0.4569310079867901,0.6096188647383365,-0.46026965202063813
0.5422335262990953,-0.36845829963284155,-0.07964686274374436,-1.0478081434761595,-0.1555069765848088,-0.20240830201902746,0.7859442266787318,-0.11312533536377246,0.5302309318186811,0.5332721241716105,-0.32399921500179757,0.24237126024252678,0.2085295597714117,0.4082550058698594,0.48670861953579897,-0.46026965202063813
